1,0,1,0;
7 8 9,0 1 2,1 1 1,1.0594175894876117;7 8 9,0 0 1,0 1 1,1.0594175894876117;7 8 9,0 0 1,1 0 1,1.0594175894876117;7 8 9,0 1 0,0 1 1,1.0594175894876117;7 8 9,0 1 0,1 1 0,1.0594175894876117;7 8 9,0 1 1,1 1 0,1.0594175894876117;7 8 9,0 1 1,1 0 1,1.0594175894876117;7 8 9,0 0 0,0 1 0,1.0594175894876117;7 8 9,0 0 0,0 0 1,1.0594175894876117;7 8 9,0 0 0,1 0 0,1.0594175894876117;
8 2924,0 0,1 0,0;8 2924,0 0,0 1,0;
2924 2925,0 0,1 0,0;2924 2925,0 0,0 1,0;
2925 2926,0 0,1 0,0;2925 2926,0 0,0 1,0;
2926 2927,0 0,1 0,0;2926 2927,0 0,0 1,0;
2927 2928,0 0,1 0,0;2927 2928,0 0,0 1,0;
2928 2929,0 0,1 0,0;2928 2929,0 0,0 1,0;
2929 2930,0 0,1 0,0;2929 2930,0 0,0 1,0;
2930 2931,0 0,1 0,0;2930 2931,0 0,0 1,0;
2931 2932,0 0,1 0,0;2931 2932,0 0,0 1,0;
2932 2933,0 0,1 0,0;2932 2933,0 0,0 1,0;
2933 2934,0 0,1 0,0;2933 2934,0 0,0 1,0;
2934 2935,0 0,1 0,0;2934 2935,0 0,0 1,0;
2935 2936,0 0,1 0,0;2935 2936,0 0,0 1,0;
2936 2937,0 0,1 0,0;2936 2937,0 0,0 1,0;
11 2937,0 0,1 0,0;11 2937,0 0,0 1,0;
11 12 13 14,0 1 2 3,1 1 1 1,1.0594973314837015;11 12 13 14,0 0 1 2,1 0 1 1,1.0594332558576567;11 12 13 14,0 0 1 2,0 1 1 1,1.0594973314837015;11 12 13 14,0 1 0 2,1 1 0 1,1.0594816651136565;11 12 13 14,0 1 0 2,0 1 1 1,1.0594973314837015;11 12 13 14,0 1 1 2,1 1 0 1,1.0594816651136565;11 12 13 14,0 1 1 2,1 0 1 1,1.0594332558576567;11 12 13 14,0 0 0 1,1 0 0 1,1.0594175894876117;11 12 13 14,0 0 0 1,0 1 0 1,1.0594816651136565;11 12 13 14,0 0 0 1,0 0 1 1,1.0594332558576567;11 12 13 14,0 1 2 0,1 1 1 0,1.0594973314837015;11 12 13 14,0 1 2 0,0 1 1 1,1.0594973314837015;11 12 13 14,0 1 2 1,1 1 1 0,1.0594973314837015;11 12 13 14,0 1 2 1,1 0 1 1,1.0594332558576567;11 12 13 14,0 1 2 2,1 1 1 0,1.0594973314837015;11 12 13 14,0 1 2 2,1 1 0 1,1.0594816651136565;11 12 13 14,0 0 1 0,1 0 1 0,1.0594332558576567;11 12 13 14,0 0 1 0,0 1 1 0,1.002280521989729;11 12 13 14,0 0 1 0,0 0 1 1,1.0594332558576567;11 12 13 14,0 0 1 1,1 0 1 0,1.0594332558576567;11 12 13 14,0 0 1 1,1 0 0 1,1.0594175894876117;11 12 13 14,0 0 1 1,0 1 1 0,1.0005759327337937;11 12 13 14,0 0 1 1,0 1 0 1,1.0594816651136565;11 12 13 14,0 1 0 0,1 1 0 0,1.0594816651136565;11 12 13 14,0 1 0 0,0 1 1 0,1.002121239112277;11 12 13 14,0 1 0 0,0 1 0 1,1.0594816651136565;11 12 13 14,0 1 0 1,1 1 0 0,1.0594816651136565;11 12 13 14,0 1 0 1,1 0 0 1,1.0594175894876117;11 12 13 14,0 1 0 1,0 1 1 0,1.0010221286794392;11 12 13 14,0 1 0 1,0 0 1 1,1.0594332558576567;11 12 13 14,0 1 1 0,1 1 0 0,1.0594816651136565;11 12 13 14,0 1 1 0,1 0 1 0,1.0594332558576567;11 12 13 14,0 1 1 0,0 1 0 1,1.0594816651136565;11 12 13 14,0 1 1 0,0 0 1 1,1.0594332558576567;11 12 13 14,0 1 1 1,1 1 0 0,1.0594816651136565;11 12 13 14,0 1 1 1,1 0 1 0,1.0594332558576567;11 12 13 14,0 1 1 1,1 0 0 1,1.0594175894876117;11 12 13 14,0 0 0 0,1 0 0 0,1.0594175894876117;11 12 13 14,0 0 0 0,0 1 0 0,1.001089618360756;11 12 13 14,0 0 0 0,0 0 1 0,1.0010500457789373;11 12 13 14,0 0 0 0,0 0 0 1,1.0594175894876117;
12 2938,0 0,1 0,0;12 2938,0 0,0 1,0;
2938 2939,0 0,1 0,0;2938 2939,0 0,0 1,0;
2939 2940,0 0,1 0,0;2939 2940,0 0,0 1,0;
2940 2941,0 0,1 0,0;2940 2941,0 0,0 1,0;
2941 2942,0 0,1 0,0;2941 2942,0 0,0 1,0;
2942 2943,0 0,1 0,0;2942 2943,0 0,0 1,0;
2943 2944,0 0,1 0,0;2943 2944,0 0,0 1,0;
2944 2945,0 0,1 0,0;2944 2945,0 0,0 1,0;
2945 2946,0 0,1 0,0;2945 2946,0 0,0 1,0;
2946 2947,0 0,1 0,0;2946 2947,0 0,0 1,0;
2947 2948,0 0,1 0,0;2947 2948,0 0,0 1,0;
2948 2949,0 0,1 0,0;2948 2949,0 0,0 1,0;
2949 2950,0 0,1 0,0;2949 2950,0 0,0 1,0;
2950 2951,0 0,1 0,0;2950 2951,0 0,0 1,0;
2951 2952,0 0,1 0,0;2951 2952,0 0,0 1,0;
16 2952,0 0,1 0,0;16 2952,0 0,0 1,0;
16 17 18 19,0 1 2 3,1 1 1 1,1.0597721105930824;16 17 18 19,0 0 1 2,1 0 1 1,1.0597630208373365;16 17 18 19,0 0 1 2,0 1 1 1,1.0594635044439868;16 17 18 19,0 1 0 2,1 1 0 1,1.0597352853924529;16 17 18 19,0 1 0 2,0 1 1 1,1.0594635044439868;16 17 18 19,0 1 1 2,1 1 0 1,1.0597352853924529;16 17 18 19,0 1 1 2,1 0 1 1,1.0597630208373365;16 17 18 19,0 0 0 1,1 0 0 1,1.059726195636707;16 17 18 19,0 0 0 1,0 1 0 1,1.0594266792433573;16 17 18 19,0 0 0 1,0 0 1 1,1.0594544146882412;16 17 18 19,0 1 2 0,1 1 1 0,1.0033191721195527;16 17 18 19,0 1 2 0,0 1 1 1,1.0594635044439868;16 17 18 19,0 1 2 1,1 1 1 0,1.0026712272465736;16 17 18 19,0 1 2 1,1 0 1 1,1.0597630208373365;16 17 18 19,0 1 2 2,1 1 1 0,1.0026462276428871;16 17 18 19,0 1 2 2,1 1 0 1,1.0597352853924529;16 17 18 19,0 0 1 0,1 0 1 0,1.0030279271387827;16 17 18 19,0 0 1 0,0 1 1 0,1.0024914739876714;16 17 18 19,0 0 1 0,0 0 1 1,1.0594544146882412;16 17 18 19,0 0 1 1,1 0 1 0,1.001026392243389;16 17 18 19,0 0 1 1,1 0 0 1,1.059726195636707;16 17 18 19,0 0 1 1,0 1 1 0,1.0005674248106713;16 17 18 19,0 0 1 1,0 1 0 1,1.0594266792433573;16 17 18 19,0 1 0 0,1 1 0 0,1.003267718243769;16 17 18 19,0 1 0 0,0 1 1 0,1.0024914739876714;16 17 18 19,0 1 0 0,0 1 0 1,1.0594266792433573;16 17 18 19,0 1 0 1,1 1 0 0,1.001331634706084;16 17 18 19,0 1 0 1,1 0 0 1,1.059726195636707;16 17 18 19,0 1 0 1,0 1 1 0,1.0008506569065458;16 17 18 19,0 1 0 1,0 0 1 1,1.0594544146882412;16 17 18 19,0 1 1 0,1 1 0 0,1.0018424943377842;16 17 18 19,0 1 1 0,1 0 1 0,1.0018439296831125;16 17 18 19,0 1 1 0,0 1 0 1,1.0594266792433573;16 17 18 19,0 1 1 0,0 0 1 1,1.0594544146882412;16 17 18 19,0 1 1 1,1 1 0 0,1.0026796847156052;16 17 18 19,0 1 1 1,1 0 1 0,1.0025288985714071;16 17 18 19,0 1 1 1,1 0 0 1,1.059726195636707;16 17 18 19,0 0 0 0,1 0 0 0,1.002010363230141;16 17 18 19,0 0 0 0,0 1 0 0,1.0012922569251572;16 17 18 19,0 0 0 0,0 0 1 0,1.00119928594523;16 17 18 19,0 0 0 0,0 0 0 1,1.0594175894876117;
17 2953,0 0,1 0,0;17 2953,0 0,0 1,0;
2953 2954,0 0,1 0,0;2953 2954,0 0,0 1,0;
21 2954,0 0,1 0,0;21 2954,0 0,0 1,0;
21 22 23,0 1 2,1 1 1,1.0072330553816882;21 22 23,0 0 1,1 0 1,1.0022866536021533;21 22 23,0 0 1,0 1 1,1.0033474626227945;21 22 23,0 1 0,1 1 0,1.0035975808763429;21 22 23,0 1 0,0 1 1,1.002972416388858;21 22 23,0 1 1,1 1 0,1.0030083895347546;21 22 23,0 1 1,1 0 1,1.0015839361282028;21 22 23,0 0 0,1 0 0,1.0016569290279185;21 22 23,0 0 0,0 1 0,1.0025698174807791;21 22 23,0 0 0,0 0 1,1.0011068040556643;
22 2955,0 0,1 0,0;22 2955,0 0,0 1,0;
2955 2956,0 0,1 0,0;2955 2956,0 0,0 1,0;
2956 2957,0 0,1 0,0;2956 2957,0 0,0 1,0;
2957 2958,0 0,1 0,0;2957 2958,0 0,0 1,0;
2958 2959,0 0,1 0,0;2958 2959,0 0,0 1,0;
2959 2960,0 0,1 0,0;2959 2960,0 0,0 1,0;
2960 2961,0 0,1 0,0;2960 2961,0 0,0 1,0;
2961 2962,0 0,1 0,0;2961 2962,0 0,0 1,0;
2962 2963,0 0,1 0,0;2962 2963,0 0,0 1,0;
2963 2964,0 0,1 0,0;2963 2964,0 0,0 1,0;
2964 2965,0 0,1 0,0;2964 2965,0 0,0 1,0;
2965 2966,0 0,1 0,0;2965 2966,0 0,0 1,0;
2966 2967,0 0,1 0,0;2966 2967,0 0,0 1,0;
25 2967,0 0,1 0,0;25 2967,0 0,0 1,0;
26 27 28 29,0 1 2 3,1 1 1 1,1.0064193400714498;26 27 28 29,0 0 1 2,1 0 1 1,1.0031461346581354;26 27 28 29,0 0 1 2,0 1 1 1,1.00278833238673;26 27 28 29,0 1 0 2,1 1 0 1,1.0028580721730662;26 27 28 29,0 1 0 2,0 1 1 1,1.002230767169319;26 27 28 29,0 1 1 2,1 1 0 1,1.003337386065442;26 27 28 29,0 1 1 2,1 0 1 1,1.0028589506139391;26 27 28 29,0 0 0 1,1 0 0 1,1.0027593441536544;26 27 28 29,0 0 0 1,0 1 0 1,1.0024737252336888;26 27 28 29,0 0 0 1,0 0 1 1,1.0021461137029117;26 27 28 29,0 1 2 0,1 1 1 0,1.0032717400208973;26 27 28 29,0 1 2 0,0 1 1 1,1.002954280046973;26 27 28 29,0 1 2 1,1 1 1 0,1.0025329631287394;26 27 28 29,0 1 2 1,1 0 1 1,1.002587825908267;26 27 28 29,0 1 2 2,1 1 1 0,1.002883858631328;26 27 28 29,0 1 2 2,1 1 0 1,1.003457887899919;26 27 28 29,0 0 1 0,1 0 1 0,1.0033408060797957;26 27 28 29,0 0 1 0,0 1 1 0,1.0023849930237376;26 27 28 29,0 0 1 0,0 0 1 1,1.0021461137029117;26 27 28 29,0 0 1 1,1 0 1 0,1.0012557391539034;26 27 28 29,0 0 1 1,1 0 0 1,1.0015693863860284;26 27 28 29,0 0 1 1,0 1 1 0,1.0010619137611865;26 27 28 29,0 0 1 1,0 1 0 1,1.0013417084706842;26 27 28 29,0 1 0 0,1 1 0 0,1.0028866353617245;26 27 28 29,0 1 0 0,0 1 1 0,1.0023849930237376;26 27 28 29,0 1 0 0,0 1 0 1,1.0024956763224764;26 27 28 29,0 1 0 1,1 1 0 0,1.0009065988196073;26 27 28 29,0 1 0 1,1 0 0 1,1.0009423956043066;26 27 28 29,0 1 0 1,0 1 1 0,1.0005708314568413;26 27 28 29,0 1 0 1,0 0 1 1,1.0006019800158883;26 27 28 29,0 1 1 0,1 1 0 0,1.0015757171367532;26 27 28 29,0 1 1 0,1 0 1 0,1.0013014862795784;26 27 28 29,0 1 1 0,0 1 0 1,1.0013899678232214;26 27 28 29,0 1 1 0,0 0 1 1,1.0011421098897384;26 27 28 29,0 1 1 1,1 1 0 0,1.002459988681541;26 27 28 29,0 1 1 1,1 0 1 0,1.001938901043108;26 27 28 29,0 1 1 1,1 0 0 1,1.0025155644733315;26 27 28 29,0 0 0 0,1 0 0 0,1.0018827444043572;26 27 28 29,0 0 0 0,0 1 0 0,1.0012693442647538;26 27 28 29,0 0 0 0,0 0 1 0,1.0008844871799147;26 27 28 29,0 0 0 0,0 0 0 1,1.0012545910359991;
30 31 32 33,0 1 2 3,1 1 1 1,1.007080051350322;30 31 32 33,0 0 1 2,1 0 1 1,1.003556458846336;30 31 32 33,0 0 1 2,0 1 1 1,1.0022579734907933;30 31 32 33,0 1 0 2,0 1 1 1,1.0029767126212332;30 31 32 33,0 1 0 2,1 1 0 1,1.0039735056350778;30 31 32 33,0 1 1 2,1 0 1 1,1.0042088954118604;30 31 32 33,0 1 1 2,1 1 0 1,1.0036263751099945;30 31 32 33,0 0 0 1,0 0 1 1,1.0026631609682575;30 31 32 33,0 0 0 1,1 0 0 1,1.0033183154494423;30 31 32 33,0 0 0 1,0 1 0 1,1.0024074287598306;30 31 32 33,0 1 2 0,0 1 1 1,1.0025278372101571;30 31 32 33,0 1 2 0,1 1 1 0,1.0035885594477267;30 31 32 33,0 1 2 1,1 0 1 1,1.0044580683814048;30 31 32 33,0 1 2 1,1 1 1 0,1.0039806775524929;30 31 32 33,0 1 2 2,1 1 1 0,1.0032150258576422;30 31 32 33,0 1 2 2,1 1 0 1,1.0030960648186193;30 31 32 33,0 0 1 0,0 0 1 1,1.0024742979043164;30 31 32 33,0 0 1 0,1 0 1 0,1.0034363468040841;30 31 32 33,0 0 1 0,0 1 1 0,1.0022236765299004;30 31 32 33,0 0 1 1,1 0 1 0,1.0016038234744133;30 31 32 33,0 0 1 1,1 0 0 1,1.0015306971569131;30 31 32 33,0 0 1 1,0 1 1 0,1.0005984038142195;30 31 32 33,0 0 1 1,0 1 0 1,1.0005368339994007;30 31 32 33,0 1 0 0,0 1 1 0,1.0024234273313883;30 31 32 33,0 1 0 0,0 1 0 1,1.0024074287598306;30 31 32 33,0 1 0 0,1 1 0 0,1.003880898471083;30 31 32 33,0 1 0 1,0 0 1 1,1.0016158373426634;30 31 32 33,0 1 0 1,0 1 1 0,1.0013938861827003;30 31 32 33,0 1 0 1,1 0 0 1,1.002500200312804;30 31 32 33,0 1 0 1,1 1 0 0,1.0022509675873625;30 31 32 33,0 1 1 0,0 0 1 1,1.0012057825504685;30 31 32 33,0 1 1 0,0 1 0 1,1.000950620752857;30 31 32 33,0 1 1 0,1 0 1 0,1.0021389072954732;30 31 32 33,0 1 1 0,1 1 0 0,1.0018467890726221;30 31 32 33,0 1 1 1,1 0 1 0,1.0037338935642033;30 31 32 33,0 1 1 1,1 0 0 1,1.003294908670366;30 31 32 33,0 1 1 1,1 1 0 0,1.0029275171989585;30 31 32 33,0 0 0 0,0 0 1 0,1.0013335489345176;30 31 32 33,0 0 0 0,0 0 0 1,1.0012967737632232;30 31 32 33,0 0 0 0,1 0 0 0,1.0024799934225082;30 31 32 33,0 0 0 0,0 1 0 0,1.0008878437067896;
30 2968,0 0,1 0,0;30 2968,0 0,0 1,0;
2968 2969,0 0,1 0,0;2968 2969,0 0,0 1,0;
2969 2970,0 0,1 0,0;2969 2970,0 0,0 1,0;
2970 2971,0 0,1 0,0;2970 2971,0 0,0 1,0;
2971 2972,0 0,1 0,0;2971 2972,0 0,0 1,0;
2972 2973,0 0,1 0,0;2972 2973,0 0,0 1,0;
2973 2974,0 0,1 0,0;2973 2974,0 0,0 1,0;
2974 2975,0 0,1 0,0;2974 2975,0 0,0 1,0;
2975 2976,0 0,1 0,0;2975 2976,0 0,0 1,0;
2976 2977,0 0,1 0,0;2976 2977,0 0,0 1,0;
2977 2978,0 0,1 0,0;2977 2978,0 0,0 1,0;
2978 2979,0 0,1 0,0;2978 2979,0 0,0 1,0;
2979 2980,0 0,1 0,0;2979 2980,0 0,0 1,0;
2980 2981,0 0,1 0,0;2980 2981,0 0,0 1,0;
2981 2982,0 0,1 0,0;2981 2982,0 0,0 1,0;
35 2982,0 0,1 0,0;35 2982,0 0,0 1,0;
35 36 37,0 1 2,1 1 1,1.0599061622560537;35 36 37,0 0 1,1 0 1,1.0594306803946234;35 36 37,0 0 1,0 1 1,1.059893071349042;35 36 37,0 1 0,1 1 0,1.002119616498442;35 36 37,0 1 0,0 1 1,1.059893071349042;35 36 37,0 1 1,1 1 0,1.002962291979108;35 36 37,0 1 1,1 0 1,1.0594306803946234;35 36 37,0 0 0,1 0 0,1.001343087167133;35 36 37,0 0 0,0 1 0,1.0019298086799435;35 36 37,0 0 0,0 0 1,1.0594175894876117;
36 2983,0 0,1 0,0;36 2983,0 0,0 1,0;
2983 2984,0 0,1 0,0;2983 2984,0 0,0 1,0;
2984 2985,0 0,1 0,0;2984 2985,0 0,0 1,0;
2985 2986,0 0,1 0,0;2985 2986,0 0,0 1,0;
2986 2987,0 0,1 0,0;2986 2987,0 0,0 1,0;
2987 2988,0 0,1 0,0;2987 2988,0 0,0 1,0;
2988 2989,0 0,1 0,0;2988 2989,0 0,0 1,0;
2989 2990,0 0,1 0,0;2989 2990,0 0,0 1,0;
2990 2991,0 0,1 0,0;2990 2991,0 0,0 1,0;
2991 2992,0 0,1 0,0;2991 2992,0 0,0 1,0;
2992 2993,0 0,1 0,0;2992 2993,0 0,0 1,0;
2993 2994,0 0,1 0,0;2993 2994,0 0,0 1,0;
2994 2995,0 0,1 0,0;2994 2995,0 0,0 1,0;
2995 2996,0 0,1 0,0;2995 2996,0 0,0 1,0;
2996 2997,0 0,1 0,0;2996 2997,0 0,0 1,0;
39 2997,0 0,1 0,0;39 2997,0 0,0 1,0;
2998 2999,0 0,1 0,0;2998 2999,0 0,0 1,0;
2998 3000,0 0,1 0,0;2998 3000,0 0,0 1,0;
3000 3001,0 0,1 0,0;3000 3001,0 0,0 1,0;
3001 3002,0 0,1 0,0;3001 3002,0 0,0 1,0;
3002 3003,0 0,1 0,0;3002 3003,0 0,0 1,0;
3003 3004,0 0,1 0,0;3003 3004,0 0,0 1,0;
3004 3005,0 0,1 0,0;3004 3005,0 0,0 1,0;
3005 3006,0 0,1 0,0;3005 3006,0 0,0 1,0;
3006 3007,0 0,1 0,0;3006 3007,0 0,0 1,0;
3007 3008,0 0,1 0,0;3007 3008,0 0,0 1,0;
3008 3009,0 0,1 0,0;3008 3009,0 0,0 1,0;
3009 3010,0 0,1 0,0;3009 3010,0 0,0 1,0;
3010 3011,0 0,1 0,0;3010 3011,0 0,0 1,0;
3011 3012,0 0,1 0,0;3011 3012,0 0,0 1,0;
3012 3013,0 0,1 0,0;3012 3013,0 0,0 1,0;
3013 3014,0 0,1 0,0;3013 3014,0 0,0 1,0;
3014 3015,0 0,1 0,0;3014 3015,0 0,0 1,0;
3015 3016,0 0,1 0,0;3015 3016,0 0,0 1,0;
3016 3017,0 0,1 0,0;3016 3017,0 0,0 1,0;
3017 3018,0 0,1 0,0;3017 3018,0 0,0 1,0;
3018 3019,0 0,1 0,0;3018 3019,0 0,0 1,0;
3019 3020,0 0,1 0,0;3019 3020,0 0,0 1,0;
40 3020,0 0,1 0,0;40 3020,0 0,0 1,0;
40 42 43,0 1 2,1 1 1,1.0071836575640147;40 42 43,0 0 1,1 0 1,1.0029917378607796;40 42 43,0 0 1,0 1 1,1.001661655141248;40 42 43,0 1 0,1 1 0,1.0032157032417508;40 42 43,0 1 0,0 1 1,1.0021256233552478;40 42 43,0 1 1,1 1 0,1.0035491995311634;40 42 43,0 1 1,1 0 1,1.0041605512076632;40 42 43,0 0 0,1 0 0,1.0025195528459494;40 42 43,0 0 0,0 1 0,1.0012088378407893;40 42 43,0 0 0,0 0 1,1.0015600675247656;
42 3021,0 0,1 0,0;42 3021,0 0,0 1,0;
3021 3022,0 0,1 0,0;3021 3022,0 0,0 1,0;
3022 3023,0 0,1 0,0;3022 3023,0 0,0 1,0;
3023 3024,0 0,1 0,0;3023 3024,0 0,0 1,0;
3024 3025,0 0,1 0,0;3024 3025,0 0,0 1,0;
3025 3026,0 0,1 0,0;3025 3026,0 0,0 1,0;
3026 3027,0 0,1 0,0;3026 3027,0 0,0 1,0;
3027 3028,0 0,1 0,0;3027 3028,0 0,0 1,0;
3028 3029,0 0,1 0,0;3028 3029,0 0,0 1,0;
3029 3030,0 0,1 0,0;3029 3030,0 0,0 1,0;
3030 3031,0 0,1 0,0;3030 3031,0 0,0 1,0;
3031 3032,0 0,1 0,0;3031 3032,0 0,0 1,0;
45 3032,0 0,1 0,0;45 3032,0 0,0 1,0;
46 47,0 0,1 0,0;46 47,0 0,0 1,0;
46 48 49 50,0 1 2 3,1 1 1 1,1.0594775880376524;46 48 49 50,0 0 1 2,0 1 1 1,1.0594358932651604;46 48 49 50,0 0 1 2,1 0 1 1,1.0594618960372888;46 48 49 50,0 1 0 2,0 1 1 1,1.0594358932651604;46 48 49 50,0 1 0 2,1 1 0 1,1.0030998136306808;46 48 49 50,0 1 1 2,1 1 0 1,1.0037064531647382;46 48 49 50,0 1 1 2,1 0 1 1,1.0594618960372888;46 48 49 50,0 0 0 1,0 1 0 1,1.002588574632265;46 48 49 50,0 0 0 1,0 0 1 1,1.0594202012647969;46 48 49 50,0 0 0 1,1 0 0 1,1.0031938776543332;46 48 49 50,0 1 2 0,0 1 1 1,1.0594358932651604;46 48 49 50,0 1 2 0,1 1 1 0,1.0594749762604672;46 48 49 50,0 1 2 1,1 1 1 0,1.0594749762604672;46 48 49 50,0 1 2 1,1 0 1 1,1.0594618960372888;46 48 49 50,0 1 2 2,1 1 1 0,1.0594749762604672;46 48 49 50,0 1 2 2,1 1 0 1,1.0027074577539155;46 48 49 50,0 0 1 0,0 1 1 0,1.0594332814879752;46 48 49 50,0 0 1 0,0 0 1 1,1.0594202012647969;46 48 49 50,0 0 1 0,1 0 1 0,1.0594592842601036;46 48 49 50,0 0 1 1,0 1 1 0,1.0594332814879752;46 48 49 50,0 0 1 1,0 1 0 1,1.000643342971119;46 48 49 50,0 0 1 1,1 0 1 0,1.0594592842601036;46 48 49 50,0 0 1 1,1 0 0 1,1.0009888452686435;46 48 49 50,0 1 0 0,0 1 1 0,1.0594332814879752;46 48 49 50,0 1 0 0,0 1 0 1,1.0024053404355282;46 48 49 50,0 1 0 0,1 1 0 0,1.0029316901500067;46 48 49 50,0 1 0 1,0 1 1 0,1.0594332814879752;46 48 49 50,0 1 0 1,0 0 1 1,1.0594202012647969;46 48 49 50,0 1 0 1,1 1 0 0,1.0012415978532796;46 48 49 50,0 1 0 1,1 0 0 1,1.0015287654597032;46 48 49 50,0 1 1 0,0 1 0 1,1.0015036523427396;46 48 49 50,0 1 1 0,0 0 1 1,1.0594202012647969;46 48 49 50,0 1 1 0,1 1 0 0,1.0017025071642127;46 48 49 50,0 1 1 0,1 0 1 0,1.0594592842601036;46 48 49 50,0 1 1 1,1 1 0 0,1.0022844652509977;46 48 49 50,0 1 1 1,1 0 1 0,1.0594592842601036;46 48 49 50,0 1 1 1,1 0 0 1,1.0031938776543332;46 48 49 50,0 0 0 0,0 1 0 0,1.0009858830154867;46 48 49 50,0 0 0 0,0 0 1 0,1.0594175894876117;46 48 49 50,0 0 0 0,0 0 0 1,1.001423354579712;46 48 49 50,0 0 0 0,1 0 0 0,1.0017252627129278;
48 3033,0 0,1 0,0;48 3033,0 0,0 1,0;
3033 3034,0 0,1 0,0;3033 3034,0 0,0 1,0;
3034 3035,0 0,1 0,0;3034 3035,0 0,0 1,0;
3035 3036,0 0,1 0,0;3035 3036,0 0,0 1,0;
3036 3037,0 0,1 0,0;3036 3037,0 0,0 1,0;
3037 3038,0 0,1 0,0;3037 3038,0 0,0 1,0;
3038 3039,0 0,1 0,0;3038 3039,0 0,0 1,0;
3039 3040,0 0,1 0,0;3039 3040,0 0,0 1,0;
3040 3041,0 0,1 0,0;3040 3041,0 0,0 1,0;
3041 3042,0 0,1 0,0;3041 3042,0 0,0 1,0;
3042 3043,0 0,1 0,0;3042 3043,0 0,0 1,0;
3043 3044,0 0,1 0,0;3043 3044,0 0,0 1,0;
3044 3045,0 0,1 0,0;3044 3045,0 0,0 1,0;
3045 3046,0 0,1 0,0;3045 3046,0 0,0 1,0;
3046 3047,0 0,1 0,0;3046 3047,0 0,0 1,0;
3047 3048,0 0,1 0,0;3047 3048,0 0,0 1,0;
3048 3049,0 0,1 0,0;3048 3049,0 0,0 1,0;
3049 3050,0 0,1 0,0;3049 3050,0 0,0 1,0;
3050 3051,0 0,1 0,0;3050 3051,0 0,0 1,0;
52 3051,0 0,1 0,0;52 3051,0 0,0 1,0;
