7 8 9,0 1 2,1 1 1,1.091745092582695;7 8 9,0 0 1,0 1 1,1.091745092582695;7 8 9,0 0 1,1 0 1,1.091745092582695;7 8 9,0 1 0,0 1 1,1.091745092582695;7 8 9,0 1 0,1 1 0,1.091745092582695;7 8 9,0 1 1,1 1 0,1.091745092582695;7 8 9,0 1 1,1 0 1,1.091745092582695;7 8 9,0 0 0,0 1 0,1.091745092582695;7 8 9,0 0 0,0 0 1,1.091745092582695;7 8 9,0 0 0,1 0 0,1.091745092582695;
8 1968,0 0,1 0,0;8 1968,0 0,0 1,0;
1968 1969,0 0,1 0,0;1968 1969,0 0,0 1,0;
1969 1970,0 0,1 0,0;1969 1970,0 0,0 1,0;
1970 1971,0 0,1 0,0;1970 1971,0 0,0 1,0;
11 1971,0 0,1 0,0;11 1971,0 0,0 1,0;
13 1972,0 0,1 0,0;13 1972,0 0,0 1,0;
1972 1973,0 0,1 0,0;1972 1973,0 0,0 1,0;
1973 1974,0 0,1 0,0;1973 1974,0 0,0 1,0;
1974 1975,0 0,1 0,0;1974 1975,0 0,0 1,0;
1975 1976,0 0,1 0,0;1975 1976,0 0,0 1,0;
14 1976,0 0,1 0,0;14 1976,0 0,0 1,0;
14 15 16,0 1 2,1 1 1,1.091765884813219;14 15 16,0 0 1,1 0 1,1.0917654425980352;14 15 16,0 0 1,0 1 1,1.0024285957063135;14 15 16,0 1 0,0 1 1,1.0028866853216538;14 15 16,0 1 0,1 1 0,1.0917455347978788;14 15 16,0 1 1,1 0 1,1.0917654425980352;14 15 16,0 1 1,1 1 0,1.0917455347978788;14 15 16,0 0 0,0 0 1,1.0020493862094904;14 15 16,0 0 0,1 0 0,1.091745092582695;14 15 16,0 0 0,0 1 0,1.001689702654072;
15 1977,0 0,1 0,0;15 1977,0 0,0 1,0;
18 1977,0 0,1 0,0;18 1977,0 0,0 1,0;
20 1978,0 0,1 0,0;20 1978,0 0,0 1,0;
1978 1979,0 0,1 0,0;1978 1979,0 0,0 1,0;
1979 1980,0 0,1 0,0;1979 1980,0 0,0 1,0;
1980 1981,0 0,1 0,0;1980 1981,0 0,0 1,0;
1981 1982,0 0,1 0,0;1981 1982,0 0,0 1,0;
21 1982,0 0,1 0,0;21 1982,0 0,0 1,0;
21 22 23,0 1 2,1 1 1,1.0101921791318815;21 22 23,0 0 1,1 0 1,1.0037067880369634;21 22 23,0 0 1,0 1 1,1.002367836844855;21 22 23,0 1 0,1 1 0,1.00435673468773;21 22 23,0 1 0,0 1 1,1.0034926888640279;21 22 23,0 1 1,1 1 0,1.0036386961885109;21 22 23,0 1 1,1 0 1,1.0045250590936596;21 22 23,0 0 0,1 0 0,1.0030102808176562;21 22 23,0 0 0,0 1 0,1.0019463758473823;21 22 23,0 0 0,0 0 1,1.002396410642077;
22 1983,0 0,1 0,0;22 1983,0 0,0 1,0;
1983 1984,0 0,1 0,0;1983 1984,0 0,0 1,0;
1984 1985,0 0,1 0,0;1984 1985,0 0,0 1,0;
1985 1986,0 0,1 0,0;1985 1986,0 0,0 1,0;
1986 1987,0 0,1 0,0;1986 1987,0 0,0 1,0;
1987 1988,0 0,1 0,0;1987 1988,0 0,0 1,0;
1988 1989,0 0,1 0,0;1988 1989,0 0,0 1,0;
1989 1990,0 0,1 0,0;1989 1990,0 0,0 1,0;
25 1990,0 0,1 0,0;25 1990,0 0,0 1,0;
25 26 27,0 1 2,1 1 1,1.0106688661120096;25 26 27,0 0 1,1 0 1,1.0040729093433025;25 26 27,0 0 1,0 1 1,1.0024514790545558;25 26 27,0 1 0,1 1 0,1.0044572092435857;25 26 27,0 1 0,0 1 1,1.0028367214646687;25 26 27,0 1 1,1 1 0,1.0052563231780525;25 26 27,0 1 1,1 0 1,1.0054814568598207;25 26 27,0 0 0,1 0 0,1.0036722892219727;25 26 27,0 0 0,0 1 0,1.0019013967980344;25 26 27,0 0 0,0 0 1,1.0018828624746088;
26 1991,0 0,1 0,0;26 1991,0 0,0 1,0;
1991 1992,0 0,1 0,0;1991 1992,0 0,0 1,0;
1992 1993,0 0,1 0,0;1992 1993,0 0,0 1,0;
1993 1994,0 0,1 0,0;1993 1994,0 0,0 1,0;
1994 1995,0 0,1 0,0;1994 1995,0 0,0 1,0;
29 1995,0 0,1 0,0;29 1995,0 0,0 1,0;
29 30 31,0 1 2,1 1 1,1.010321669637684;29 30 31,0 0 1,1 0 1,1.003723021502343;29 30 31,0 0 1,0 1 1,1.0026744573399118;29 30 31,0 1 0,1 1 0,1.0038332044883682;29 30 31,0 1 0,0 1 1,1.003371434745656;29 30 31,0 1 1,1 1 0,1.0042897176618057;29 30 31,0 1 1,1 0 1,1.0053456216950765;29 30 31,0 0 0,1 0 0,1.002668627168509;29 30 31,0 0 0,0 1 0,1.0018710420366816;29 30 31,0 0 0,0 0 1,1.002790729013193;
30 1996,0 0,1 0,0;30 1996,0 0,0 1,0;
1996 1997,0 0,1 0,0;1996 1997,0 0,0 1,0;
1997 1998,0 0,1 0,0;1997 1998,0 0,0 1,0;
1998 1999,0 0,1 0,0;1998 1999,0 0,0 1,0;
1999 2000,0 0,1 0,0;1999 2000,0 0,0 1,0;
33 2000,0 0,1 0,0;33 2000,0 0,0 1,0;
33 34 35,0 1 2,1 1 1,1.0105575604994501;33 34 35,0 0 1,1 0 1,1.0039073089326582;33 34 35,0 0 1,0 1 1,1.0040417172486849;33 34 35,0 1 0,1 1 0,1.0040847823925083;33 34 35,0 1 0,0 1 1,1.0030149896886569;33 34 35,0 1 1,1 1 0,1.0046145387736272;33 34 35,0 1 1,1 0 1,1.0032403917752957;33 34 35,0 0 0,1 0 0,1.002473742127322;33 34 35,0 0 0,0 1 0,1.0027147667724228;33 34 35,0 0 0,0 0 1,1.0014239956691313;
36 37 38,0 1 2,1 1 1,1.0917517371989185;36 37 38,0 0 1,1 0 1,1.0030866683134885;36 37 38,0 0 1,0 1 1,1.091747359453481;36 37 38,0 1 0,1 1 0,1.0917494703281327;36 37 38,0 1 0,0 1 1,1.091747359453481;36 37 38,0 1 1,1 1 0,1.0917494703281327;36 37 38,0 1 1,1 0 1,1.0038880714265632;36 37 38,0 0 0,1 0 0,1.0017755162348898;36 37 38,0 0 0,0 1 0,1.091745092582695;36 37 38,0 0 0,0 0 1,1.002587002199639;
36 2001,0 0,1 0,0;36 2001,0 0,0 1,0;
2001 2002,0 0,1 0,0;2001 2002,0 0,0 1,0;
2002 2003,0 0,1 0,0;2002 2003,0 0,0 1,0;
2003 2004,0 0,1 0,0;2003 2004,0 0,0 1,0;
40 2004,0 0,1 0,0;40 2004,0 0,0 1,0;
40 41 42,0 1 2,1 1 1,1.010150893887818;40 41 42,0 0 1,1 0 1,1.0035582372809584;40 41 42,0 0 1,0 1 1,1.0025550406295776;40 41 42,0 1 0,1 1 0,1.0041565434489526;40 41 42,0 1 0,0 1 1,1.0034268770756445;40 41 42,0 1 1,1 1 0,1.0040642040857568;40 41 42,0 1 1,1 0 1,1.0047438146650047;40 41 42,0 0 0,1 0 0,1.0031811793324996;40 41 42,0 0 0,0 1 0,1.0016630120307048;40 41 42,0 0 0,0 0 1,1.0023059292097265;
41 2005,0 0,1 0,0;41 2005,0 0,0 1,0;
2005 2006,0 0,1 0,0;2005 2006,0 0,0 1,0;
2006 2007,0 0,1 0,0;2006 2007,0 0,0 1,0;
2007 2008,0 0,1 0,0;2007 2008,0 0,0 1,0;
2008 2009,0 0,1 0,0;2008 2009,0 0,0 1,0;
2009 2010,0 0,1 0,0;2009 2010,0 0,0 1,0;
2010 2011,0 0,1 0,0;2010 2011,0 0,0 1,0;
2011 2012,0 0,1 0,0;2011 2012,0 0,0 1,0;
2012 2013,0 0,1 0,0;2012 2013,0 0,0 1,0;
2013 2014,0 0,1 0,0;2013 2014,0 0,0 1,0;
2014 2015,0 0,1 0,0;2014 2015,0 0,0 1,0;
2015 2016,0 0,1 0,0;2015 2016,0 0,0 1,0;
2016 2017,0 0,1 0,0;2016 2017,0 0,0 1,0;
2017 2018,0 0,1 0,0;2017 2018,0 0,0 1,0;
2018 2019,0 0,1 0,0;2018 2019,0 0,0 1,0;
2019 2020,0 0,1 0,0;2019 2020,0 0,0 1,0;
2020 2021,0 0,1 0,0;2020 2021,0 0,0 1,0;
2021 2022,0 0,1 0,0;2021 2022,0 0,0 1,0;
2022 2023,0 0,1 0,0;2022 2023,0 0,0 1,0;
2023 2024,0 0,1 0,0;2023 2024,0 0,0 1,0;
2024 2025,0 0,1 0,0;2024 2025,0 0,0 1,0;
2025 2026,0 0,1 0,0;2025 2026,0 0,0 1,0;
2026 2027,0 0,1 0,0;2026 2027,0 0,0 1,0;
2027 2028,0 0,1 0,0;2027 2028,0 0,0 1,0;
2028 2029,0 0,1 0,0;2028 2029,0 0,0 1,0;
2029 2030,0 0,1 0,0;2029 2030,0 0,0 1,0;
2030 2031,0 0,1 0,0;2030 2031,0 0,0 1,0;
2031 2032,0 0,1 0,0;2031 2032,0 0,0 1,0;
2032 2033,0 0,1 0,0;2032 2033,0 0,0 1,0;
2033 2034,0 0,1 0,0;2033 2034,0 0,0 1,0;
2034 2035,0 0,1 0,0;2034 2035,0 0,0 1,0;
2035 2036,0 0,1 0,0;2035 2036,0 0,0 1,0;
2036 2037,0 0,1 0,0;2036 2037,0 0,0 1,0;
2037 2038,0 0,1 0,0;2037 2038,0 0,0 1,0;
2038 2039,0 0,1 0,0;2038 2039,0 0,0 1,0;
2039 2040,0 0,1 0,0;2039 2040,0 0,0 1,0;
2040 2041,0 0,1 0,0;2040 2041,0 0,0 1,0;
2041 2042,0 0,1 0,0;2041 2042,0 0,0 1,0;
2042 2043,0 0,1 0,0;2042 2043,0 0,0 1,0;
2043 2044,0 0,1 0,0;2043 2044,0 0,0 1,0;
2044 2045,0 0,1 0,0;2044 2045,0 0,0 1,0;
2045 2046,0 0,1 0,0;2045 2046,0 0,0 1,0;
2046 2047,0 0,1 0,0;2046 2047,0 0,0 1,0;
2047 2048,0 0,1 0,0;2047 2048,0 0,0 1,0;
2048 2049,0 0,1 0,0;2048 2049,0 0,0 1,0;
2049 2050,0 0,1 0,0;2049 2050,0 0,0 1,0;
2050 2051,0 0,1 0,0;2050 2051,0 0,0 1,0;
2051 2052,0 0,1 0,0;2051 2052,0 0,0 1,0;
2052 2053,0 0,1 0,0;2052 2053,0 0,0 1,0;
2053 2054,0 0,1 0,0;2053 2054,0 0,0 1,0;
2054 2055,0 0,1 0,0;2054 2055,0 0,0 1,0;
2055 2056,0 0,1 0,0;2055 2056,0 0,0 1,0;
2056 2057,0 0,1 0,0;2056 2057,0 0,0 1,0;
2057 2058,0 0,1 0,0;2057 2058,0 0,0 1,0;
2058 2059,0 0,1 0,0;2058 2059,0 0,0 1,0;
2059 2060,0 0,1 0,0;2059 2060,0 0,0 1,0;
2060 2061,0 0,1 0,0;2060 2061,0 0,0 1,0;
44 2061,0 0,1 0,0;44 2061,0 0,0 1,0;
45 46 47,0 1 2,1 1 1,1.0100143743915264;45 46 47,0 0 1,1 0 1,1.0037000778593688;45 46 47,0 0 1,0 1 1,1.0025913496209862;45 46 47,0 1 0,1 1 0,1.0041230665321426;45 46 47,0 1 0,0 1 1,1.0031874571852082;45 46 47,0 1 1,1 1 0,1.00497352288587;45 46 47,0 1 1,1 0 1,1.0056613276465094;45 46 47,0 0 0,1 0 0,1.0036193678839171;45 46 47,0 0 0,0 1 0,1.0017439841573517;45 46 47,0 0 0,0 0 1,1.002634833554345;
45 2062,0 0,1 0,0;45 2062,0 0,0 1,0;
2062 2063,0 0,1 0,0;2062 2063,0 0,0 1,0;
49 2063,0 0,1 0,0;49 2063,0 0,0 1,0;
49 50 51,0 1 2,1 1 1,1.011181378213176;49 50 51,0 0 1,1 0 1,1.0026160202574133;49 50 51,0 0 1,0 1 1,1.0048488714796129;49 50 51,0 1 0,1 1 0,1.0042365395441613;49 50 51,0 1 0,0 1 1,1.005212051570271;49 50 51,0 1 1,1 1 0,1.00498271909554;49 50 51,0 1 1,1 0 1,1.0035783197618702;49 50 51,0 0 0,1 0 0,1.0014404482974444;49 50 51,0 0 0,0 1 0,1.0035782458997218;49 50 51,0 0 0,0 0 1,1.0021096162489196;
50 2064,0 0,1 0,0;50 2064,0 0,0 1,0;
2064 2065,0 0,1 0,0;2064 2065,0 0,0 1,0;
2065 2066,0 0,1 0,0;2065 2066,0 0,0 1,0;
2066 2067,0 0,1 0,0;2066 2067,0 0,0 1,0;
2067 2068,0 0,1 0,0;2067 2068,0 0,0 1,0;
2068 2069,0 0,1 0,0;2068 2069,0 0,0 1,0;
2069 2070,0 0,1 0,0;2069 2070,0 0,0 1,0;
2070 2071,0 0,1 0,0;2070 2071,0 0,0 1,0;
2071 2072,0 0,1 0,0;2071 2072,0 0,0 1,0;
2072 2073,0 0,1 0,0;2072 2073,0 0,0 1,0;
2073 2074,0 0,1 0,0;2073 2074,0 0,0 1,0;
2074 2075,0 0,1 0,0;2074 2075,0 0,0 1,0;
2075 2076,0 0,1 0,0;2075 2076,0 0,0 1,0;
2076 2077,0 0,1 0,0;2076 2077,0 0,0 1,0;
2077 2078,0 0,1 0,0;2077 2078,0 0,0 1,0;
2078 2079,0 0,1 0,0;2078 2079,0 0,0 1,0;
2079 2080,0 0,1 0,0;2079 2080,0 0,0 1,0;
2080 2081,0 0,1 0,0;2080 2081,0 0,0 1,0;
2081 2082,0 0,1 0,0;2081 2082,0 0,0 1,0;
2082 2083,0 0,1 0,0;2082 2083,0 0,0 1,0;
2083 2084,0 0,1 0,0;2083 2084,0 0,0 1,0;
2084 2085,0 0,1 0,0;2084 2085,0 0,0 1,0;
2085 2086,0 0,1 0,0;2085 2086,0 0,0 1,0;
2086 2087,0 0,1 0,0;2086 2087,0 0,0 1,0;
2087 2088,0 0,1 0,0;2087 2088,0 0,0 1,0;
2088 2089,0 0,1 0,0;2088 2089,0 0,0 1,0;
2089 2090,0 0,1 0,0;2089 2090,0 0,0 1,0;
2090 2091,0 0,1 0,0;2090 2091,0 0,0 1,0;
2091 2092,0 0,1 0,0;2091 2092,0 0,0 1,0;
2092 2093,0 0,1 0,0;2092 2093,0 0,0 1,0;
2093 2094,0 0,1 0,0;2093 2094,0 0,0 1,0;
2094 2095,0 0,1 0,0;2094 2095,0 0,0 1,0;
2095 2096,0 0,1 0,0;2095 2096,0 0,0 1,0;
2096 2097,0 0,1 0,0;2096 2097,0 0,0 1,0;
2097 2098,0 0,1 0,0;2097 2098,0 0,0 1,0;
2098 2099,0 0,1 0,0;2098 2099,0 0,0 1,0;
2099 2100,0 0,1 0,0;2099 2100,0 0,0 1,0;
53 2100,0 0,1 0,0;53 2100,0 0,0 1,0;
53 54 55,0 1 2,1 1 1,1.0119948412172515;53 54 55,0 0 1,1 0 1,1.0030859805254795;53 54 55,0 0 1,0 1 1,1.005511929721245;53 54 55,0 1 0,1 1 0,1.0046950830809118;53 54 55,0 1 0,0 1 1,1.006301294693448;53 54 55,0 1 1,1 1 0,1.0053291960417734;53 54 55,0 1 1,1 0 1,1.004155118601549;53 54 55,0 0 0,1 0 0,1.0016452351421024;53 54 55,0 0 0,0 1 0,1.004012644483344;53 54 55,0 0 0,0 0 1,1.0030288238505962;
54 2101,0 0,1 0,0;54 2101,0 0,0 1,0;
2101 2102,0 0,1 0,0;2101 2102,0 0,0 1,0;
2102 2103,0 0,1 0,0;2102 2103,0 0,0 1,0;
2103 2104,0 0,1 0,0;2103 2104,0 0,0 1,0;
2104 2105,0 0,1 0,0;2104 2105,0 0,0 1,0;
2105 2106,0 0,1 0,0;2105 2106,0 0,0 1,0;
2106 2107,0 0,1 0,0;2106 2107,0 0,0 1,0;
2107 2108,0 0,1 0,0;2107 2108,0 0,0 1,0;
2108 2109,0 0,1 0,0;2108 2109,0 0,0 1,0;
2109 2110,0 0,1 0,0;2109 2110,0 0,0 1,0;
2110 2111,0 0,1 0,0;2110 2111,0 0,0 1,0;
2111 2112,0 0,1 0,0;2111 2112,0 0,0 1,0;
2112 2113,0 0,1 0,0;2112 2113,0 0,0 1,0;
2113 2114,0 0,1 0,0;2113 2114,0 0,0 1,0;
2114 2115,0 0,1 0,0;2114 2115,0 0,0 1,0;
2115 2116,0 0,1 0,0;2115 2116,0 0,0 1,0;
2116 2117,0 0,1 0,0;2116 2117,0 0,0 1,0;
2117 2118,0 0,1 0,0;2117 2118,0 0,0 1,0;
2118 2119,0 0,1 0,0;2118 2119,0 0,0 1,0;
2119 2120,0 0,1 0,0;2119 2120,0 0,0 1,0;
2120 2121,0 0,1 0,0;2120 2121,0 0,0 1,0;
2121 2122,0 0,1 0,0;2121 2122,0 0,0 1,0;
2122 2123,0 0,1 0,0;2122 2123,0 0,0 1,0;
2123 2124,0 0,1 0,0;2123 2124,0 0,0 1,0;
2124 2125,0 0,1 0,0;2124 2125,0 0,0 1,0;
2125 2126,0 0,1 0,0;2125 2126,0 0,0 1,0;
57 2126,0 0,1 0,0;57 2126,0 0,0 1,0;
59 2127,0 0,1 0,0;59 2127,0 0,0 1,0;
2127 2128,0 0,1 0,0;2127 2128,0 0,0 1,0;
2128 2129,0 0,1 0,0;2128 2129,0 0,0 1,0;
2129 2130,0 0,1 0,0;2129 2130,0 0,0 1,0;
2130 2131,0 0,1 0,0;2130 2131,0 0,0 1,0;
2131 2132,0 0,1 0,0;2131 2132,0 0,0 1,0;
2132 2133,0 0,1 0,0;2132 2133,0 0,0 1,0;
2133 2134,0 0,1 0,0;2133 2134,0 0,0 1,0;
2134 2135,0 0,1 0,0;2134 2135,0 0,0 1,0;
60 2135,0 0,1 0,0;60 2135,0 0,0 1,0;
60 61 62,0 1 2,1 1 1,1.0110594225713996;60 61 62,0 0 1,1 0 1,1.0028607377209335;60 61 62,0 0 1,0 1 1,1.0044250298710018;60 61 62,0 1 0,1 1 0,1.0042317669352487;60 61 62,0 1 0,0 1 1,1.0054934206950665;60 61 62,0 1 1,1 1 0,1.004511353765803;60 61 62,0 1 1,1 0 1,1.0038749941172487;60 61 62,0 0 0,1 0 0,1.0017595587501658;60 61 62,0 0 0,0 1 0,1.0029614457900724;60 61 62,0 0 0,0 0 1,1.0031025821843824;
61 2136,0 0,1 0,0;61 2136,0 0,0 1,0;
2136 2137,0 0,1 0,0;2136 2137,0 0,0 1,0;
2137 2138,0 0,1 0,0;2137 2138,0 0,0 1,0;
2138 2139,0 0,1 0,0;2138 2139,0 0,0 1,0;
2139 2140,0 0,1 0,0;2139 2140,0 0,0 1,0;
2140 2141,0 0,1 0,0;2140 2141,0 0,0 1,0;
2141 2142,0 0,1 0,0;2141 2142,0 0,0 1,0;
2142 2143,0 0,1 0,0;2142 2143,0 0,0 1,0;
2143 2144,0 0,1 0,0;2143 2144,0 0,0 1,0;
2144 2145,0 0,1 0,0;2144 2145,0 0,0 1,0;
2145 2146,0 0,1 0,0;2145 2146,0 0,0 1,0;
2146 2147,0 0,1 0,0;2146 2147,0 0,0 1,0;
2147 2148,0 0,1 0,0;2147 2148,0 0,0 1,0;
2148 2149,0 0,1 0,0;2148 2149,0 0,0 1,0;
2149 2150,0 0,1 0,0;2149 2150,0 0,0 1,0;
2150 2151,0 0,1 0,0;2150 2151,0 0,0 1,0;
2151 2152,0 0,1 0,0;2151 2152,0 0,0 1,0;
2152 2153,0 0,1 0,0;2152 2153,0 0,0 1,0;
2153 2154,0 0,1 0,0;2153 2154,0 0,0 1,0;
2154 2155,0 0,1 0,0;2154 2155,0 0,0 1,0;
2155 2156,0 0,1 0,0;2155 2156,0 0,0 1,0;
2156 2157,0 0,1 0,0;2156 2157,0 0,0 1,0;
2157 2158,0 0,1 0,0;2157 2158,0 0,0 1,0;
2158 2159,0 0,1 0,0;2158 2159,0 0,0 1,0;
2159 2160,0 0,1 0,0;2159 2160,0 0,0 1,0;
2160 2161,0 0,1 0,0;2160 2161,0 0,0 1,0;
2161 2162,0 0,1 0,0;2161 2162,0 0,0 1,0;
2162 2163,0 0,1 0,0;2162 2163,0 0,0 1,0;
2163 2164,0 0,1 0,0;2163 2164,0 0,0 1,0;
2164 2165,0 0,1 0,0;2164 2165,0 0,0 1,0;
2165 2166,0 0,1 0,0;2165 2166,0 0,0 1,0;
64 2166,0 0,1 0,0;64 2166,0 0,0 1,0;
64 65 66,0 1 2,1 1 1,1.092581639664431;64 65 66,0 0 1,1 0 1,1.0917938313745157;64 65 66,0 0 1,0 1 1,1.0925329008726106;64 65 66,0 1 0,1 1 0,1.0042995558362562;64 65 66,0 1 0,0 1 1,1.0925329008726106;64 65 66,0 1 1,1 1 0,1.0049391676280088;64 65 66,0 1 1,1 0 1,1.0917938313745157;64 65 66,0 0 0,1 0 0,1.0018179226449313;64 65 66,0 0 0,0 1 0,1.003539612979282;64 65 66,0 0 0,0 0 1,1.091745092582695;
65 2167,0 0,1 0,0;65 2167,0 0,0 1,0;
2167 2168,0 0,1 0,0;2167 2168,0 0,0 1,0;
2168 2169,0 0,1 0,0;2168 2169,0 0,0 1,0;
2169 2170,0 0,1 0,0;2169 2170,0 0,0 1,0;
2170 2171,0 0,1 0,0;2170 2171,0 0,0 1,0;
2171 2172,0 0,1 0,0;2171 2172,0 0,0 1,0;
2172 2173,0 0,1 0,0;2172 2173,0 0,0 1,0;
2173 2174,0 0,1 0,0;2173 2174,0 0,0 1,0;
2174 2175,0 0,1 0,0;2174 2175,0 0,0 1,0;
2175 2176,0 0,1 0,0;2175 2176,0 0,0 1,0;
2176 2177,0 0,1 0,0;2176 2177,0 0,0 1,0;
2177 2178,0 0,1 0,0;2177 2178,0 0,0 1,0;
2178 2179,0 0,1 0,0;2178 2179,0 0,0 1,0;
2179 2180,0 0,1 0,0;2179 2180,0 0,0 1,0;
2180 2181,0 0,1 0,0;2180 2181,0 0,0 1,0;
2181 2182,0 0,1 0,0;2181 2182,0 0,0 1,0;
2182 2183,0 0,1 0,0;2182 2183,0 0,0 1,0;
2183 2184,0 0,1 0,0;2183 2184,0 0,0 1,0;
68 2184,0 0,1 0,0;68 2184,0 0,0 1,0;
70 2185,0 0,1 0,0;70 2185,0 0,0 1,0;
2185 2186,0 0,1 0,0;2185 2186,0 0,0 1,0;
2186 2187,0 0,1 0,0;2186 2187,0 0,0 1,0;
2187 2188,0 0,1 0,0;2187 2188,0 0,0 1,0;
2188 2189,0 0,1 0,0;2188 2189,0 0,0 1,0;
71 2189,0 0,1 0,0;71 2189,0 0,0 1,0;
71,0,1,0;
73 2190,0 0,1 0,0;73 2190,0 0,0 1,0;
2190 2191,0 0,1 0,0;2190 2191,0 0,0 1,0;
2191 2192,0 0,1 0,0;2191 2192,0 0,0 1,0;
2192 2193,0 0,1 0,0;2192 2193,0 0,0 1,0;
2193 2194,0 0,1 0,0;2193 2194,0 0,0 1,0;
2194 2195,0 0,1 0,0;2194 2195,0 0,0 1,0;
2195 2196,0 0,1 0,0;2195 2196,0 0,0 1,0;
2196 2197,0 0,1 0,0;2196 2197,0 0,0 1,0;
2197 2198,0 0,1 0,0;2197 2198,0 0,0 1,0;
2198 2199,0 0,1 0,0;2198 2199,0 0,0 1,0;
2199 2200,0 0,1 0,0;2199 2200,0 0,0 1,0;
2200 2201,0 0,1 0,0;2200 2201,0 0,0 1,0;
2201 2202,0 0,1 0,0;2201 2202,0 0,0 1,0;
2202 2203,0 0,1 0,0;2202 2203,0 0,0 1,0;
2203 2204,0 0,1 0,0;2203 2204,0 0,0 1,0;
2204 2205,0 0,1 0,0;2204 2205,0 0,0 1,0;
2205 2206,0 0,1 0,0;2205 2206,0 0,0 1,0;
2206 2207,0 0,1 0,0;2206 2207,0 0,0 1,0;
2207 2208,0 0,1 0,0;2207 2208,0 0,0 1,0;
2208 2209,0 0,1 0,0;2208 2209,0 0,0 1,0;
2209 2210,0 0,1 0,0;2209 2210,0 0,0 1,0;
2210 2211,0 0,1 0,0;2210 2211,0 0,0 1,0;
2211 2212,0 0,1 0,0;2211 2212,0 0,0 1,0;
74 2212,0 0,1 0,0;74 2212,0 0,0 1,0;
74 75 76,0 1 2,1 1 1,1.0924901272421699;74 75 76,0 0 1,1 0 1,1.0924766596438789;74 75 76,0 0 1,0 1 1,1.091758560180986;74 75 76,0 1 0,1 1 0,1.0052895217555258;74 75 76,0 1 0,0 1 1,1.091758560180986;74 75 76,0 1 1,1 1 0,1.0039559557661375;74 75 76,0 1 1,1 0 1,1.0924766596438789;74 75 76,0 0 0,1 0 0,1.0042823722865746;74 75 76,0 0 0,0 1 0,1.0023797371763867;74 75 76,0 0 0,0 0 1,1.091745092582695;
75 2213,0 0,1 0,0;75 2213,0 0,0 1,0;
2213 2214,0 0,1 0,0;2213 2214,0 0,0 1,0;
78 2214,0 0,1 0,0;78 2214,0 0,0 1,0;
78 79 80,0 1 2,1 1 1,1.0918287150991963;78 79 80,0 0 1,1 0 1,1.0917758466762466;78 79 80,0 0 1,0 1 1,1.091797961005645;78 79 80,0 1 0,0 1 1,1.091797961005645;78 79 80,0 1 0,1 1 0,1.0036170737351535;78 79 80,0 1 1,1 0 1,1.0917758466762466;78 79 80,0 1 1,1 1 0,1.0025353489555346;78 79 80,0 0 0,0 0 1,1.091745092582695;78 79 80,0 0 0,1 0 0,1.0020083156092983;78 79 80,0 0 0,0 1 0,1.001800276154501;
79 2215,0 0,1 0,0;79 2215,0 0,0 1,0;
2215 2216,0 0,1 0,0;2215 2216,0 0,0 1,0;
2216 2217,0 0,1 0,0;2216 2217,0 0,0 1,0;
