1,0,1,0;
2462 2463,0 0,1 0,0;2462 2463,0 0,0 1,0;
2463 2464,0 0,1 0,0;2463 2464,0 0,0 1,0;
2464 2465,0 0,1 0,0;2464 2465,0 0,0 1,0;
2465 2466,0 0,1 0,0;2465 2466,0 0,0 1,0;
2466 2467,0 0,1 0,0;2466 2467,0 0,0 1,0;
2467 2468,0 0,1 0,0;2467 2468,0 0,0 1,0;
42 2468,0 0,1 0,0;42 2468,0 0,0 1,0;
42 43 44,0 1 2,1 1 1,1.0746308796779038;42 43 44,0 0 1,1 0 1,1.07456946224984;42 43 44,0 0 1,0 1 1,1.0736812600127144;42 43 44,0 1 0,1 1 0,1.0043649696219887;42 43 44,0 1 0,0 1 1,1.0736812600127144;42 43 44,0 1 1,1 1 0,1.0031929231717256;42 43 44,0 1 1,1 0 1,1.07456946224984;42 43 44,0 0 0,1 0 0,1.0037671055304254;42 43 44,0 0 0,0 1 0,1.0018820416398915;42 43 44,0 0 0,0 0 1,1.0736198425846504;
43 2469,0 0,1 0,0;43 2469,0 0,0 1,0;
2469 2470,0 0,1 0,0;2469 2470,0 0,0 1,0;
2470 2471,0 0,1 0,0;2470 2471,0 0,0 1,0;
2471 2472,0 0,1 0,0;2471 2472,0 0,0 1,0;
2472 2473,0 0,1 0,0;2472 2473,0 0,0 1,0;
46 2473,0 0,1 0,0;46 2473,0 0,0 1,0;
46 47 48 49,0 1 2 3,1 1 1 1,1.0744417019579775;46 47 48 49,0 0 1 2,1 0 1 1,1.0744002463763054;46 47 48 49,0 0 1 2,0 1 1 1,1.0741415590320083;46 47 48 49,0 1 0 2,0 1 1 1,1.0741415590320083;46 47 48 49,0 1 0 2,1 1 0 1,1.073961441092292;46 47 48 49,0 1 1 2,1 0 1 1,1.0744002463763054;46 47 48 49,0 1 1 2,1 1 0 1,1.073961441092292;46 47 48 49,0 0 0 1,0 0 1 1,1.074100103450336;46 47 48 49,0 0 0 1,1 0 0 1,1.0739199855106198;46 47 48 49,0 0 0 1,0 1 0 1,1.0736612981663227;46 47 48 49,0 1 2 0,0 1 1 1,1.0741415590320083;46 47 48 49,0 1 2 0,1 1 1 0,1.0051126509930375;46 47 48 49,0 1 2 1,1 0 1 1,1.0744002463763054;46 47 48 49,0 1 2 1,1 1 1 0,1.0040556587636376;46 47 48 49,0 1 2 2,1 1 1 0,1.0038889756115168;46 47 48 49,0 1 2 2,1 1 0 1,1.073961441092292;46 47 48 49,0 0 1 0,0 0 1 1,1.074100103450336;46 47 48 49,0 0 1 0,1 0 1 0,1.0050385193629066;46 47 48 49,0 0 1 0,0 1 1 0,1.0038681151098021;46 47 48 49,0 0 1 1,1 0 1 0,1.0017417436202207;46 47 48 49,0 0 1 1,1 0 0 1,1.0739199855106198;46 47 48 49,0 0 1 1,0 1 1 0,1.0012609197871751;46 47 48 49,0 0 1 1,0 1 0 1,1.0736612981663227;46 47 48 49,0 1 0 0,0 1 1 0,1.0038681151098021;46 47 48 49,0 1 0 0,0 1 0 1,1.0736612981663227;46 47 48 49,0 1 0 0,1 1 0 0,1.0048478751383814;46 47 48 49,0 1 0 1,0 0 1 1,1.074100103450336;46 47 48 49,0 1 0 1,0 1 1 0,1.0015373182580483;46 47 48 49,0 1 0 1,1 0 0 1,1.0739199855106198;46 47 48 49,0 1 0 1,1 1 0 0,1.0014682045682302;46 47 48 49,0 1 1 0,0 0 1 1,1.074100103450336;46 47 48 49,0 1 1 0,0 1 0 1,1.0736612981663227;46 47 48 49,0 1 1 0,1 0 1 0,1.003162582853242;46 47 48 49,0 1 1 0,1 1 0 0,1.0024868310461112;46 47 48 49,0 1 1 1,1 0 1 0,1.0044663895306818;46 47 48 49,0 1 1 1,1 0 0 1,1.0739199855106198;46 47 48 49,0 1 1 1,1 1 0 0,1.0032074540493514;46 47 48 49,0 0 0 0,0 0 1 0,1.0026633635877498;46 47 48 49,0 0 0 0,0 0 0 1,1.0736198425846504;46 47 48 49,0 0 0 0,1 0 0 0,1.0029199491780567;46 47 48 49,0 0 0 0,0 1 0 0,1.001339765512937;
47 2474,0 0,1 0,0;47 2474,0 0,0 1,0;
2474 2475,0 0,1 0,0;2474 2475,0 0,0 1,0;
2475 2476,0 0,1 0,0;2475 2476,0 0,0 1,0;
2476 2477,0 0,1 0,0;2476 2477,0 0,0 1,0;
2477 2478,0 0,1 0,0;2477 2478,0 0,0 1,0;
2478 2479,0 0,1 0,0;2478 2479,0 0,0 1,0;
2479 2480,0 0,1 0,0;2479 2480,0 0,0 1,0;
2480 2481,0 0,1 0,0;2480 2481,0 0,0 1,0;
2481 2482,0 0,1 0,0;2481 2482,0 0,0 1,0;
51 2482,0 0,1 0,0;51 2482,0 0,0 1,0;
51 52 53,0 1 2,1 1 1,1.0743756331004584;51 52 53,0 0 1,1 0 1,1.0743256997333988;51 52 53,0 0 1,0 1 1,1.0736697759517102;51 52 53,0 1 0,1 1 0,1.0037323909458815;51 52 53,0 1 0,0 1 1,1.0736697759517102;51 52 53,0 1 1,1 1 0,1.00356777137997;51 52 53,0 1 1,1 0 1,1.0743256997333988;51 52 53,0 0 0,1 0 0,1.0025539944987414;51 52 53,0 0 0,0 1 0,1.0012433732500605;51 52 53,0 0 0,0 0 1,1.0736198425846504;
52 2483,0 0,1 0,0;52 2483,0 0,0 1,0;
2483 2484,0 0,1 0,0;2483 2484,0 0,0 1,0;
2484 2485,0 0,1 0,0;2484 2485,0 0,0 1,0;
2485 2486,0 0,1 0,0;2485 2486,0 0,0 1,0;
2486 2487,0 0,1 0,0;2486 2487,0 0,0 1,0;
2487 2488,0 0,1 0,0;2487 2488,0 0,0 1,0;
2488 2489,0 0,1 0,0;2488 2489,0 0,0 1,0;
2489 2490,0 0,1 0,0;2489 2490,0 0,0 1,0;
2490 2491,0 0,1 0,0;2490 2491,0 0,0 1,0;
2491 2492,0 0,1 0,0;2491 2492,0 0,0 1,0;
2492 2493,0 0,1 0,0;2492 2493,0 0,0 1,0;
2493 2494,0 0,1 0,0;2493 2494,0 0,0 1,0;
2494 2495,0 0,1 0,0;2494 2495,0 0,0 1,0;
2495 2496,0 0,1 0,0;2495 2496,0 0,0 1,0;
2496 2497,0 0,1 0,0;2496 2497,0 0,0 1,0;
2497 2498,0 0,1 0,0;2497 2498,0 0,0 1,0;
2498 2499,0 0,1 0,0;2498 2499,0 0,0 1,0;
2499 2500,0 0,1 0,0;2499 2500,0 0,0 1,0;
2500 2501,0 0,1 0,0;2500 2501,0 0,0 1,0;
2501 2502,0 0,1 0,0;2501 2502,0 0,0 1,0;
2502 2503,0 0,1 0,0;2502 2503,0 0,0 1,0;
2503 2504,0 0,1 0,0;2503 2504,0 0,0 1,0;
2504 2505,0 0,1 0,0;2504 2505,0 0,0 1,0;
2505 2506,0 0,1 0,0;2505 2506,0 0,0 1,0;
2506 2507,0 0,1 0,0;2506 2507,0 0,0 1,0;
2507 2508,0 0,1 0,0;2507 2508,0 0,0 1,0;
2508 2509,0 0,1 0,0;2508 2509,0 0,0 1,0;
2509 2510,0 0,1 0,0;2509 2510,0 0,0 1,0;
2510 2511,0 0,1 0,0;2510 2511,0 0,0 1,0;
2511 2512,0 0,1 0,0;2511 2512,0 0,0 1,0;
2512 2513,0 0,1 0,0;2512 2513,0 0,0 1,0;
2513 2514,0 0,1 0,0;2513 2514,0 0,0 1,0;
2514 2515,0 0,1 0,0;2514 2515,0 0,0 1,0;
2515 2516,0 0,1 0,0;2515 2516,0 0,0 1,0;
55 2516,0 0,1 0,0;55 2516,0 0,0 1,0;
55 56 57,0 1 2,1 1 1,1.0097859195804417;55 56 57,0 0 1,0 1 1,1.0032026234180251;55 56 57,0 0 1,1 0 1,1.0044057545746565;55 56 57,0 1 0,0 1 1,1.004090020164068;55 56 57,0 1 0,1 1 0,1.0036178239077647;55 56 57,0 1 1,1 1 0,1.0032529048983172;55 56 57,0 1 1,1 0 1,1.005087087241271;55 56 57,0 0 0,0 1 0,1.0011389692963506;55 56 57,0 0 0,0 0 1,1.0033511623520865;55 56 57,0 0 0,1 0 0,1.0025854415922575;
56 2517,0 0,1 0,0;56 2517,0 0,0 1,0;
2517 2518,0 0,1 0,0;2517 2518,0 0,0 1,0;
2518 2519,0 0,1 0,0;2518 2519,0 0,0 1,0;
2519 2520,0 0,1 0,0;2519 2520,0 0,0 1,0;
2520 2521,0 0,1 0,0;2520 2521,0 0,0 1,0;
2521 2522,0 0,1 0,0;2521 2522,0 0,0 1,0;
2522 2523,0 0,1 0,0;2522 2523,0 0,0 1,0;
2523 2524,0 0,1 0,0;2523 2524,0 0,0 1,0;
2524 2525,0 0,1 0,0;2524 2525,0 0,0 1,0;
2525 2526,0 0,1 0,0;2525 2526,0 0,0 1,0;
2526 2527,0 0,1 0,0;2526 2527,0 0,0 1,0;
2527 2528,0 0,1 0,0;2527 2528,0 0,0 1,0;
2528 2529,0 0,1 0,0;2528 2529,0 0,0 1,0;
2529 2530,0 0,1 0,0;2529 2530,0 0,0 1,0;
2530 2531,0 0,1 0,0;2530 2531,0 0,0 1,0;
2531 2532,0 0,1 0,0;2531 2532,0 0,0 1,0;
2532 2533,0 0,1 0,0;2532 2533,0 0,0 1,0;
2533 2534,0 0,1 0,0;2533 2534,0 0,0 1,0;
2534 2535,0 0,1 0,0;2534 2535,0 0,0 1,0;
2535 2536,0 0,1 0,0;2535 2536,0 0,0 1,0;
2536 2537,0 0,1 0,0;2536 2537,0 0,0 1,0;
2537 2538,0 0,1 0,0;2537 2538,0 0,0 1,0;
59 2538,0 0,1 0,0;59 2538,0 0,0 1,0;
60 61,0 0,1 0,0;60 61,0 0,0 1,0;
60 62 63,0 1 2,1 1 1,1.0089900747921359;60 62 63,0 0 1,1 0 1,1.0030649793053477;60 62 63,0 0 1,0 1 1,1.0036921670523145;60 62 63,0 1 0,1 1 0,1.003487681656779;60 62 63,0 1 0,0 1 1,1.0051102543375545;60 62 63,0 1 1,1 1 0,1.0026630131296446;60 62 63,0 1 1,1 0 1,1.0033482426932392;60 62 63,0 0 0,1 0 0,1.0013504587076836;60 62 63,0 0 0,0 1 0,1.0022275289431668;60 62 63,0 0 0,0 0 1,1.0031684414497968;
62 64,0 0,1 0,0;62 64,0 0,0 1,0;
64 65 66,0 1 2,1 1 1,1.0736341998078167;64 65 66,0 0 1,1 0 1,1.0736253380227103;64 65 66,0 0 1,0 1 1,1.073628704369757;64 65 66,0 1 0,1 1 0,1.003037812605814;64 65 66,0 1 0,0 1 1,1.073628704369757;64 65 66,0 1 1,1 1 0,1.0026054905836;64 65 66,0 1 1,1 0 1,1.0736253380227103;64 65 66,0 0 0,1 0 0,1.00116212859194;64 65 66,0 0 0,0 1 0,1.0017220736401902;64 65 66,0 0 0,0 0 1,1.0736198425846504;
65 67,0 0,1 0,0;65 67,0 0,0 1,0;
67 68 69 70,0 1 2 3,1 1 1 1,1.011363710829645;67 68 69 70,0 0 1 2,1 0 1 1,1.0048276603149362;67 68 69 70,0 0 1 2,0 1 1 1,1.00659192562011;67 68 69 70,0 1 0 2,1 1 0 1,1.0050453988530694;67 68 69 70,0 1 0 2,0 1 1 1,1.0074443499108194;67 68 69 70,0 1 1 2,1 1 0 1,1.0050438571454268;67 68 69 70,0 1 1 2,1 0 1 1,1.005601495184032;67 68 69 70,0 0 0 1,1 0 0 1,1.002876799728435;67 68 69 70,0 0 0 1,0 1 0 1,1.0043454945144967;67 68 69 70,0 0 0 1,0 0 1 1,1.0058056441110683;67 68 69 70,0 1 2 0,1 1 1 0,1.008122529883709;67 68 69 70,0 1 2 0,0 1 1 1,1.0075681895098747;67 68 69 70,0 1 2 1,1 1 1 0,1.0077815235139462;67 68 69 70,0 1 2 1,1 0 1 1,1.0054743114123252;67 68 69 70,0 1 2 2,1 1 1 0,1.0069423755284634;67 68 69 70,0 1 2 2,1 1 0 1,1.004373304016398;67 68 69 70,0 0 1 0,1 0 1 0,1.005089235905858;67 68 69 70,0 0 1 0,0 1 1 0,1.0072619884891154;67 68 69 70,0 0 1 0,0 0 1 1,1.0046598804385214;67 68 69 70,0 0 1 1,1 0 1 0,1.0028656208861788;67 68 69 70,0 0 1 1,1 0 0 1,1.000651686331844;67 68 69 70,0 0 1 1,0 1 1 0,1.0045618639142164;67 68 69 70,0 0 1 1,0 1 0 1,1.0023320055957226;67 68 69 70,0 1 0 0,1 1 0 0,1.0046716572913545;67 68 69 70,0 1 0 0,0 1 1 0,1.0068924903854535;67 68 69 70,0 1 0 0,0 1 0 1,1.0045742487765403;67 68 69 70,0 1 0 1,1 1 0 0,1.003291817859152;67 68 69 70,0 1 0 1,1 0 0 1,1.001355990602073;67 68 69 70,0 1 0 1,0 1 1 0,1.0054829541295771;67 68 69 70,0 1 0 1,0 0 1 1,1.003492136076519;67 68 69 70,0 1 1 0,1 1 0 0,1.0034317837792188;67 68 69 70,0 1 1 0,1 0 1 0,1.0038904913477258;67 68 69 70,0 1 1 0,0 1 0 1,1.0031947946038515;67 68 69 70,0 1 1 0,0 0 1 1,1.0036295687334003;67 68 69 70,0 1 1 1,1 1 0 0,1.004859411440957;67 68 69 70,0 1 1 1,1 0 1 0,1.0052473406874558;67 68 69 70,0 1 1 1,1 0 0 1,1.0025416419171365;67 68 69 70,0 0 0 0,1 0 0 0,1.0013925151869418;67 68 69 70,0 0 0 0,0 1 0 0,1.00318272315552;67 68 69 70,0 0 0 0,0 0 1 0,1.0038910514523527;67 68 69 70,0 0 0 0,0 0 0 1,1.0010572645426816;
71 72 73,0 1 2,1 1 1,1.0082388811538645;71 72 73,0 0 1,0 1 1,1.0039070637228265;71 72 73,0 0 1,1 0 1,1.0029802440334576;71 72 73,0 1 0,0 1 1,1.0029487998828108;71 72 73,0 1 0,1 1 0,1.0021723284938928;71 72 73,0 1 1,1 1 0,1.0029861806723128;71 72 73,0 1 1,1 0 1,1.0031789755491811;71 72 73,0 0 0,0 1 0,1.0021455597341147;71 72 73,0 0 0,0 0 1,1.0020360343437213;71 72 73,0 0 0,1 0 0,1.001275551677369;
71 2539,0 0,1 0,0;71 2539,0 0,0 1,0;
75 2539,0 0,1 0,0;75 2539,0 0,0 1,0;
75 76 77,0 1 2,1 1 1,1.0080923904237684;75 76 77,0 0 1,1 0 1,1.0033144363562048;75 76 77,0 0 1,0 1 1,1.0025092453684492;75 76 77,0 1 0,1 1 0,1.002729170013;75 76 77,0 1 0,0 1 1,1.002029379142827;75 76 77,0 1 1,1 1 0,1.0040268492184448;75 76 77,0 1 1,1 0 1,1.0039555447719937;75 76 77,0 0 0,1 0 0,1.0027203082731795;75 76 77,0 0 0,0 1 0,1.001707107628496;75 76 77,0 0 0,0 0 1,1.0019020738090545;
78 79 80,0 1 2,1 1 1,1.008625360820086;78 79 80,0 0 1,1 0 1,1.003593170698459;78 79 80,0 0 1,0 1 1,1.002925196612546;78 79 80,0 1 0,0 1 1,1.002867933003552;78 79 80,0 1 0,1 1 0,1.0041698886535648;78 79 80,0 1 1,1 0 1,1.002772937521587;78 79 80,0 1 1,1 1 0,1.0031949417061705;78 79 80,0 0 0,0 0 1,1.001120485481517;78 79 80,0 0 0,1 0 0,1.0027049530740306;78 79 80,0 0 0,0 1 0,1.0016209948492543;
81 82 83,0 1 2,1 1 1,1.0080575639559828;81 82 83,0 0 1,1 0 1,1.002957042202071;81 82 83,0 0 1,0 1 1,1.0020837512788214;81 82 83,0 1 0,1 1 0,1.0031735360128018;81 82 83,0 1 0,0 1 1,1.002681945403472;81 82 83,0 1 1,1 1 0,1.0025904599635378;81 82 83,0 1 1,1 0 1,1.0030936700126114;81 82 83,0 0 0,1 0 0,1.0019232428986797;81 82 83,0 0 0,0 1 0,1.0011910784020497;81 82 83,0 0 0,0 0 1,1.0015479177275572;
81 84,0 0,1 0,0;81 84,0 0,0 1,0;
2540 2541,0 0,1 0,0;2540 2541,0 0,0 1,0;
85 2540,0 0,1 0,0;85 2540,0 0,0 1,0;
87 88,0 0,1 0,0;87 88,0 0,0 1,0;
87 89 90,0 1 2,1 1 1,1.0736768227541305;87 89 90,0 0 1,0 1 1,1.0736715069415246;87 89 90,0 0 1,1 0 1,1.0736251583972563;87 89 90,0 1 0,0 1 1,1.0736715069415246;87 89 90,0 1 0,1 1 0,1.0025592255307747;87 89 90,0 1 1,1 1 0,1.0031072597781445;87 89 90,0 1 1,1 0 1,1.0736251583972563;87 89 90,0 0 0,0 1 0,1.0019710664665025;87 89 90,0 0 0,0 0 1,1.0736198425846504;87 89 90,0 0 0,1 0 0,1.0012772196592772;
89 91,0 0,1 0,0;89 91,0 0,0 1,0;
